runner,dataset,split,label_ts,snapshot_index,snapshot_ts,snapshot_edges,snapshot_t_min,snapshot_t_max,frontier_n,frontier_t_min,frontier_t_max,ingested_t_lt_label,ingested_t_eq_label,ingested_t_gt_label,label_nodes,label_hash,pending_label_before,pending_label_after,labels_drained_in_snapshot,drain_position,first_in_split,last_in_split
official_tgn_example,tgbn-genre,train,1204606800,52534,1204607224,200,1204605781,1204607224,10507000,1108357203,1204607224,10502820,4180,0,215,bac80829065ef3ab,1204606800,1204693200,1,0,False,False
official_tgn_example,tgbn-genre,train,1204693200,52600,1204693864,200,1204692780,1204693864,10520200,1108357203,1204693864,10516259,3941,0,219,23395e63c5e2e5f9,1204693200,1204779600,1,0,False,False
official_tgn_example,tgbn-genre,train,1204779600,52665,1204780624,200,1204779543,1204780624,10533200,1108357203,1204780624,10529121,4079,0,242,4451ed8ea77b5419,1204779600,1204866000,1,0,False,False
official_tgn_example,tgbn-genre,train,1204866000,52730,1204867025,200,1204865764,1204867025,10546200,1108357203,1204867025,10542218,3982,0,224,a39bacad0b460efe,1204866000,1204952400,1,0,False,False
official_tgn_example,tgbn-genre,train,1204952400,52800,1204953540,200,1204952343,1204953540,10560200,1108357203,1204953540,10556295,3905,0,206,7c4e560f66b7a49a,1204952400,1205038800,1,0,False,False
official_tgn_example,tgbn-genre,train,1205038800,52870,1205040065,200,1205038563,1205040065,10574200,1108357203,1205040065,10570039,4161,0,193,66b3af62292cfedf,1205038800,1205121600,1,0,False,False
official_tgn_example,tgbn-genre,train,1205121600,52939,1205121960,200,1205120821,1205121960,10588000,1108357203,1205121960,10585147,2853,0,189,163a8d7316486a5b,1205121600,1205208000,1,0,False,False
official_tgn_example,tgbn-genre,train,1205208000,53004,1205208002,200,1205206682,1205208002,10601000,1108357203,1205208002,10598074,2926,0,209,1c2db43280e3dc2b,1205208000,1205294400,1,0,False,False
official_tgn_example,tgbn-genre,train,1205294400,53081,1205295300,200,1205293985,1205295300,10616400,1108357203,1205295300,10612581,3819,0,224,414e917212f338b1,1205294400,1205380800,1,0,False,False
official_tgn_example,tgbn-genre,train,1205380800,53154,1205381940,200,1205380561,1205381940,10631000,1108357203,1205381940,10627744,3256,0,222,75296741e4e1ad1f,1205380800,1205467200,1,0,False,False
official_tgn_example,tgbn-genre,train,1205467200,53228,1205469125,200,1205467200,1205469125,10645800,1108357203,1205469125,10642375,3425,0,221,146acdb0d76bcd73,1205467200,1205553600,1,0,False,False
official_tgn_example,tgbn-genre,train,1205553600,53295,1205554621,200,1205553124,1205554621,10659200,1108357203,1205554621,10655953,3247,0,189,22632cbda64e092f,1205553600,1205640000,1,0,False,False
official_tgn_example,tgbn-genre,train,1205640000,53372,1205640725,200,1205639945,1205640725,10674600,1108357203,1205640725,10671324,3276,0,190,0733e675daafc6d0,1205640000,1205726400,1,0,False,False
official_tgn_example,tgbn-genre,train,1205726400,53448,1205727485,200,1205726045,1205727485,10689800,1108357203,1205727485,10687227,2573,0,191,3321f80da98083da,1205726400,1205812800,1,0,False,False
official_tgn_example,tgbn-genre,train,1205812800,53522,1205813702,200,1205812565,1205813702,10704600,1108357203,1205813702,10701289,3311,0,213,35f7717990cf3ce1,1205812800,1205899200,1,0,False,False
official_tgn_example,tgbn-genre,train,1205899200,53596,1205899982,200,1205899140,1205899982,10719400,1108357203,1205899982,10716428,2972,0,221,35e98653209becea,1205899200,1205985600,1,0,False,False
official_tgn_example,tgbn-genre,train,1205985600,53667,1205986740,200,1205985065,1205986740,10733600,1108357203,1205986740,10730694,2906,0,211,ea95be2c456acb78,1205985600,1206072000,1,0,False,False
official_tgn_example,tgbn-genre,train,1206072000,53741,1206072124,200,1206070980,1206072124,10748400,1108357203,1206072124,10745087,3313,0,224,aa02f0f1d743b0b4,1206072000,1206158400,1,0,False,False
official_tgn_example,tgbn-genre,train,1206158400,53815,1206159005,200,1206157802,1206159005,10763200,1108357203,1206159005,10759479,3721,0,220,06c2005d581ec1c8,1206158400,1206244800,1,0,False,False
official_tgn_example,tgbn-genre,train,1206244800,53887,1206245400,200,1206243903,1206245400,10777600,1108357203,1206245400,10774142,3458,0,182,bc76d53fd0021769,1206244800,1206331200,1,0,False,False
official_tgn_example,tgbn-genre,train,1206331200,53957,1206332223,200,1206331144,1206332223,10791600,1108357203,1206332223,10787926,3674,0,194,38a6c0fe27e10e4c,1206331200,1206417600,1,0,False,False
official_tgn_example,tgbn-genre,train,1206417600,54033,1206418262,200,1206417302,1206418262,10806800,1108357203,1206418262,10803531,3269,0,219,56ca8e40d64d9e50,1206417600,1206504000,1,0,False,False
official_tgn_example,tgbn-genre,train,1206504000,54109,1206504782,200,1206503401,1206504782,10822000,1108357203,1206504782,10818667,3333,0,240,1819c34e8eeb67c7,1206504000,1206590400,1,0,False,False
official_tgn_example,tgbn-genre,train,1206590400,54176,1206591181,200,1206590103,1206591181,10835400,1108357203,1206591181,10832820,2580,0,218,de020024b71e05fc,1206590400,1206676800,1,0,False,False
official_tgn_example,tgbn-genre,train,1206676800,54240,1206677224,200,1206675904,1206677224,10848200,1108357203,1206677224,10845154,3046,0,231,6b40e9a79c8a03f9,1206676800,1206763200,1,0,False,False
official_tgn_example,tgbn-genre,train,1206763200,54308,1206763922,200,1206761702,1206763922,10861800,1108357203,1206763922,10859028,2772,0,208,6bf077311d5eca2e,1206763200,1206849600,1,0,False,False
official_tgn_example,tgbn-genre,train,1206849600,54366,1206849903,200,1206848523,1206849903,10873400,1108357203,1206849903,10870574,2826,0,197,7bb359bdbdaffd62,1206849600,1206936000,1,0,False,False
official_tgn_example,tgbn-genre,train,1206936000,54428,1206936544,200,1206935342,1206936544,10885800,1108357203,1206936544,10883336,2464,0,199,83bb676551ebb721,1206936000,1207022400,1,0,False,False
official_tgn_example,tgbn-genre,train,1207022400,54493,1207023181,200,1207022105,1207023181,10898800,1108357203,1207023181,10896116,2684,0,213,1da4c0983f8bfb6d,1207022400,1207108800,1,0,False,False
official_tgn_example,tgbn-genre,train,1207108800,54557,1207108925,200,1207107121,1207108925,10911600,1108357203,1207108925,10909048,2552,0,214,5d5dbc0bca3bdfd7,1207108800,1207195200,1,0,False,False
official_tgn_example,tgbn-genre,train,1207195200,54621,1207195261,200,1207193165,1207195261,10924400,1108357203,1207195261,10922416,1984,0,212,0807ea20255f2a24,1207195200,1207281600,1,0,False,False
official_tgn_example,tgbn-genre,train,1207281600,54698,1207281662,200,1207280581,1207281662,10939800,1108357203,1207281662,10936202,3598,0,217,926b30765ecc9e69,1207281600,1207368000,1,0,False,False
official_tgn_example,tgbn-genre,train,1207368000,54758,1207368605,200,1207367163,1207368605,10951800,1108357203,1207368605,10949265,2535,0,208,84e7563961602acf,1207368000,1207454400,1,0,False,False
official_tgn_example,tgbn-genre,train,1207454400,54821,1207454642,200,1207453441,1207454642,10964400,1108357203,1207454642,10961792,2608,0,194,abeb6753a804d14a,1207454400,1207540800,1,0,False,False
official_tgn_example,tgbn-genre,train,1207540800,54886,1207541580,200,1207540383,1207541580,10977400,1108357203,1207541580,10974843,2557,0,193,42054c3183359334,1207540800,1207627200,1,0,False,False
official_tgn_example,tgbn-genre,train,1207627200,54949,1207627860,200,1207626604,1207627860,10990000,1108357203,1207627860,10987182,2818,0,211,420be55e13b45701,1207627200,1207713600,1,0,False,False
official_tgn_example,tgbn-genre,train,1207713600,55014,1207714084,200,1207712764,1207714084,11003000,1108357203,1207714084,11000104,2896,0,220,392fa50f444c33db,1207713600,1207800000,1,0,False,False
official_tgn_example,tgbn-genre,train,1207800000,55085,1207800542,200,1207798382,1207800542,11017200,1108357203,1207800542,11014423,2777,0,205,5a52ee8d4f55f10b,1207800000,1207886400,1,0,False,False
official_tgn_example,tgbn-genre,train,1207886400,55150,1207888320,200,1207886222,1207888320,11030200,1108357203,1207888320,11027192,3008,0,214,ab02df1237411e0c,1207886400,1207972800,1,0,False,False
official_tgn_example,tgbn-genre,train,1207972800,55209,1207973701,200,1207972745,1207973701,11042000,1108357203,1207973701,11039130,2870,0,212,1e1d850163e14f58,1207972800,1208059200,1,0,False,False
official_tgn_example,tgbn-genre,train,1208059200,55264,1208059923,200,1208057760,1208059923,11053000,1108357203,1208059923,11050889,2111,0,174,d2b3cc0386ecab71,1208059200,1208145600,1,0,False,False
official_tgn_example,tgbn-genre,train,1208145600,55328,1208145781,200,1208144462,1208145781,11065800,1108357203,1208145781,11063213,2587,0,197,029be080b80fa9b8,1208145600,1208232000,1,0,False,False
official_tgn_example,tgbn-genre,train,1208232000,55395,1208233860,200,1208231763,1208233860,11079200,1108357203,1208233860,11076252,2948,0,199,77cb0c5ee8b1361f,1208232000,1208318400,1,0,False,False
official_tgn_example,tgbn-genre,train,1208318400,55459,1208319004,200,1208316541,1208319004,11092000,1108357203,1208319004,11089606,2394,0,204,2ec57f01114418e1,1208318400,1208404800,1,0,False,False
official_tgn_example,tgbn-genre,train,1208404800,55524,1208404805,200,1208403425,1208404805,11105000,1108357203,1208404805,11102012,2988,0,209,56c6d068158a09b2,1208404800,1208491200,1,0,False,False
official_tgn_example,tgbn-genre,train,1208491200,55594,1208491321,200,1208490242,1208491321,11119000,1108357203,1208491321,11116429,2571,0,209,b619c78e21471024,1208491200,1208577600,1,0,False,False
official_tgn_example,tgbn-genre,train,1208577600,55660,1208577840,200,1208576165,1208577840,11132200,1108357203,1208577840,11129765,2435,0,207,80e2e12c76c95d37,1208577600,1208664000,1,0,False,False
official_tgn_example,tgbn-genre,train,1208664000,55725,1208665382,200,1208663221,1208665382,11145200,1108357203,1208665382,11142784,2416,0,197,ae68cdcac6dfaeea,1208664000,1208750400,1,0,False,False
official_tgn_example,tgbn-genre,train,1208750400,55792,1208750881,200,1208749864,1208750881,11158600,1108357203,1208750881,11155928,2672,0,206,3c9e1c818742f047,1208750400,1208836800,1,0,False,False
official_tgn_example,tgbn-genre,train,1208836800,55863,1208837283,200,1208835361,1208837283,11172800,1108357203,1208837283,11170057,2743,0,218,e42b71146bf9c4ea,1208836800,1208923200,1,0,False,False
official_tgn_example,tgbn-genre,train,1208923200,55930,1208923561,200,1208922061,1208923561,11186200,1108357203,1208923561,11183594,2606,0,230,1749e785d7419ef5,1208923200,1209009600,1,0,False,False
official_tgn_example,tgbn-genre,train,1209009600,56004,1209010381,200,1209009060,1209010381,11201000,1108357203,1209010381,11197950,3050,0,206,e040f004e1f2c94e,1209009600,1209096000,1,0,False,False
official_tgn_example,tgbn-genre,train,1209096000,56081,1209096902,200,1209095764,1209096902,11216400,1108357203,1209096902,11213281,3119,0,212,0239f8ef69adcbb0,1209096000,1209182400,1,0,False,False
official_tgn_example,tgbn-genre,train,1209182400,56144,1209183243,200,1209181624,1209183243,11229000,1108357203,1209183243,11226470,2530,0,196,23355bb2614ea0f6,1209182400,1209268800,1,0,False,False
official_tgn_example,tgbn-genre,train,1209268800,56213,1209269104,200,1209268202,1209269104,11242800,1108357203,1209269104,11239883,2917,0,171,38606354213bd037,1209268800,1209355200,1,0,False,False
official_tgn_example,tgbn-genre,train,1209355200,56282,1209355501,200,1209354062,1209355501,11256600,1108357203,1209355501,11253989,2611,0,184,fa8efc7d5d69a9fd,1209355200,1209441600,1,0,False,False
official_tgn_example,tgbn-genre,train,1209441600,56355,1209442384,200,1209441420,1209442384,11271200,1108357203,1209442384,11268304,2896,0,205,dfed74ed21d03e66,1209441600,1209528000,1,0,False,False
official_tgn_example,tgbn-genre,train,1209528000,56425,1209528664,200,1209526860,1209528664,11285200,1108357203,1209528664,11282704,2496,0,213,1e767f5a9af495c1,1209528000,1209614400,1,0,False,False
official_tgn_example,tgbn-genre,train,1209614400,56484,1209614581,200,1209613261,1209614581,11297000,1108357203,1209614581,11294484,2516,0,200,9579936b021aa9b4,1209614400,1209700800,1,0,False,False
official_tgn_example,tgbn-genre,train,1209700800,56563,1209700865,200,1209699244,1209700865,11312800,1108357203,1209700865,11309813,2987,0,200,f563218d640fc049,1209700800,1209787200,1,0,False,False
official_tgn_example,tgbn-genre,train,1209787200,56634,1209787320,200,1209786002,1209787320,11327000,1108357203,1209787320,11324668,2332,0,206,3d55f2960e7ca96a,1209787200,1209873600,1,0,False,False
official_tgn_example,tgbn-genre,train,1209873600,56702,1209874025,200,1209872885,1209874025,11340600,1108357203,1209874025,11337782,2818,0,196,660bd3ba23a78ba3,1209873600,1209960000,1,0,False,False
official_tgn_example,tgbn-genre,train,1209960000,56762,1209961021,200,1209959345,1209961021,11352600,1108357203,1209961021,11350442,2158,0,197,b7b6cd3283140c38,1209960000,1210046400,1,0,False,False
official_tgn_example,tgbn-genre,train,1210046400,56827,1210047362,200,1210045624,1210047362,11365600,1108357203,1210047362,11362743,2857,0,212,1b159a5b12f0f661,1210046400,1210132800,1,0,False,False
official_tgn_example,tgbn-genre,train,1210132800,56896,1210133702,200,1210131605,1210133702,11379400,1108357203,1210133702,11376543,2857,0,227,864d9ae27ecd30a3,1210132800,1210219200,1,0,False,False
official_tgn_example,tgbn-genre,train,1210219200,56962,1210220585,200,1210219200,1210220585,11392600,1108357203,1210220585,11389648,2952,0,220,e61ad0d75e6d237e,1210219200,1210305600,1,0,False,False
official_tgn_example,tgbn-genre,train,1210305600,57028,1210305905,200,1210303863,1210305905,11405800,1108357203,1210305905,11403419,2381,0,218,6febf942523e1410,1210305600,1210392000,1,0,False,False
official_tgn_example,tgbn-genre,train,1210392000,57096,1210392244,200,1210391162,1210392244,11419400,1108357203,1210392244,11415957,3443,0,210,65e0220b61ad8c45,1210392000,1210478400,1,0,False,False
official_tgn_example,tgbn-genre,train,1210478400,57164,1210478763,200,1210477985,1210478763,11433000,1108357203,1210478763,11430025,2975,0,202,7f44963533eea6ee,1210478400,1210564800,1,0,False,False
official_tgn_example,tgbn-genre,train,1210564800,57232,1210565282,200,1210564443,1210565282,11446600,1108357203,1210565282,11444283,2317,0,214,93caa947576dc0e2,1210564800,1210651200,1,0,False,False
official_tgn_example,tgbn-genre,train,1210651200,57305,1210651324,200,1210650060,1210651324,11461200,1108357203,1210651324,11458178,3022,0,218,5501f33a2ad06286,1210651200,1210737600,1,0,False,False
official_tgn_example,tgbn-genre,train,1210737600,57378,1210737960,200,1210736285,1210737960,11475800,1108357203,1210737960,11472921,2879,0,212,a266b2f653bb3e13,1210737600,1210824000,1,0,False,False
official_tgn_example,tgbn-genre,train,1210824000,57460,1210824780,200,1210823583,1210824780,11492200,1108357203,1210824780,11488848,3352,0,228,468d3106e55d23fd,1210824000,1210910400,1,0,False,False
official_tgn_example,tgbn-genre,train,1210910400,57538,1210910881,200,1210909925,1210910881,11507800,1108357203,1210910881,11504110,3690,0,231,8dc86c5d6fd26042,1210910400,1210996800,1,0,False,False
official_tgn_example,tgbn-genre,train,1210996800,57608,1210996804,200,1210995362,1210996804,11521800,1108357203,1210996804,11519132,2668,0,227,4a82470d88084d8b,1210996800,1211083200,1,0,False,False
official_tgn_example,tgbn-genre,train,1211083200,57677,1211083504,200,1211081940,1211083504,11535600,1108357203,1211083504,11532997,2603,0,206,55bf933354e0feec,1211083200,1211169600,1,0,False,False
official_tgn_example,tgbn-genre,train,1211169600,57752,1211169965,200,1211169001,1211169965,11550600,1108357203,1211169965,11547643,2957,0,204,2af1d286b4b58f37,1211169600,1211256000,1,0,False,False
official_tgn_example,tgbn-genre,train,1211256000,57834,1211257382,200,1211255820,1211257382,11567000,1108357203,1211257382,11563894,3106,0,214,a2874ecf1a76a6dd,1211256000,1211342400,1,0,False,False
official_tgn_example,tgbn-genre,train,1211342400,57903,1211342583,200,1211341084,1211342583,11580800,1108357203,1211342583,11577880,2920,0,230,d154f81e47ec5ead,1211342400,1211428800,1,0,False,False
official_tgn_example,tgbn-genre,train,1211428800,57987,1211429700,200,1211428565,1211429700,11597600,1108357203,1211429700,11594167,3433,0,237,0ecfa05f97fc8e10,1211428800,1211515200,1,0,False,False
official_tgn_example,tgbn-genre,train,1211515200,58065,1211515980,200,1211514842,1211515980,11613200,1108357203,1211515980,11609687,3513,0,232,71ec56763b399976,1211515200,1211601600,1,0,False,False
official_tgn_example,tgbn-genre,train,1211601600,58144,1211602025,200,1211600764,1211602025,11629000,1108357203,1211602025,11625920,3080,0,226,add729c44718a976,1211601600,1211688000,1,0,False,False
official_tgn_example,tgbn-genre,train,1211688000,58224,1211688901,200,1211687822,1211688901,11645000,1108357203,1211688901,11642064,2936,0,198,3459b0d471b2fef4,1211688000,1211774400,1,0,False,False
official_tgn_example,tgbn-genre,train,1211774400,58298,1211774762,200,1211773800,1211774762,11659800,1108357203,1211774762,11656371,3429,0,210,4df01b55fb825d4b,1211774400,1211860800,1,0,False,False
official_tgn_example,tgbn-genre,train,1211860800,58385,1211861525,200,1211860383,1211861525,11677200,1108357203,1211861525,11673796,3404,0,229,2a670b1f54917698,1211860800,1211947200,1,0,False,False
official_tgn_example,tgbn-genre,train,1211947200,58478,1211947742,200,1211947022,1211947742,11695800,1108357203,1211947742,11691956,3844,0,225,41eeec0c7a23a30a,1211947200,1212033600,1,0,False,False
official_tgn_example,tgbn-genre,train,1212033600,58556,1212034924,200,1212033365,1212034924,11711400,1108357203,1212034924,11708296,3104,0,226,07dcbd2790956da8,1212033600,1212120000,1,0,False,False
official_tgn_example,tgbn-genre,train,1212120000,58637,1212120002,200,1212119160,1212120002,11727600,1108357203,1212120002,11723983,3617,0,234,c028ab863d13e3fb,1212120000,1212206400,1,0,False,False
official_tgn_example,tgbn-genre,train,1212206400,58724,1212206583,200,1212205263,1212206583,11745000,1108357203,1212206583,11741715,3285,0,233,337de0dd372c4743,1212206400,1212292800,1,0,False,False
official_tgn_example,tgbn-genre,train,1212292800,58799,1212293102,200,1212292142,1212293102,11760000,1108357203,1212293102,11756984,3016,0,192,9cbfecbe8ef98fb0,1212292800,1212379200,1,0,False,False
official_tgn_example,tgbn-genre,train,1212379200,58877,1212379865,200,1212378603,1212379865,11775600,1108357203,1212379865,11772199,3401,0,190,e51134e454d520fc,1212379200,1212465600,1,0,False,False
official_tgn_example,tgbn-genre,train,1212465600,58969,1212465840,200,1212464881,1212465840,11794000,1108357203,1212465840,11789986,4014,0,212,dd390c77527516c2,1212465600,1212552000,1,0,False,False
official_tgn_example,tgbn-genre,train,1212552000,59071,1212552841,200,1212551401,1212552841,11814400,1108357203,1212552841,11810587,3813,0,219,81b85161345b742c,1212552000,1212638400,1,0,False,False
official_tgn_example,tgbn-genre,train,1212638400,59160,1212638884,200,1212637803,1212638884,11832200,1108357203,1212638884,11827719,4481,0,216,21786537c75990dd,1212638400,1212724800,1,0,False,False
official_tgn_example,tgbn-genre,train,1212724800,59245,1212725162,200,1212724442,1212725162,11849200,1108357203,1212725162,11844964,4236,0,233,4b0c2c76037407d2,1212724800,1212811200,1,0,False,False
official_tgn_example,tgbn-genre,train,1212811200,59338,1212811564,200,1212810121,1212811564,11867800,1108357203,1212811564,11864427,3373,0,209,9fc7a52af61bbbbf,1212811200,1212897600,1,0,False,False
official_tgn_example,tgbn-genre,train,1212897600,59409,1212897602,200,1212896342,1212897602,11882000,1108357203,1212897602,11879522,2478,0,195,3e2141ce8950936f,1212897600,1212984000,1,0,False,False
official_tgn_example,tgbn-genre,train,1212984000,59484,1212985024,200,1212983403,1212985024,11897000,1108357203,1212985024,11893649,3351,0,201,5dbda72d88081d76,1212984000,1213070400,1,0,False,False
official_tgn_example,tgbn-genre,train,1213070400,59565,1213070883,200,1213069564,1213070883,11913200,1108357203,1213070883,11910149,3051,0,211,1d60116c4cc4d88d,1213070400,1213156800,1,0,False,False
official_tgn_example,tgbn-genre,train,1213156800,59639,1213157462,200,1213155961,1213157462,11928000,1108357203,1213157462,11925298,2702,0,220,c0cc5b0b2be05c11,1213156800,1213243200,1,0,False,False
official_tgn_example,tgbn-genre,train,1213243200,59717,1213243205,200,1213241881,1213243205,11943600,1108357203,1213243205,11940082,3518,0,215,9c7695cd219627eb,1213243200,1213329600,1,0,False,False
official_tgn_example,tgbn-genre,train,1213329600,59789,1213329962,200,1213328820,1213329962,11958000,1108357203,1213329962,11954995,3005,0,210,30ef6f86843a28ce,1213329600,1213416000,1,0,False,False
official_tgn_example,tgbn-genre,train,1213416000,59866,1213416184,200,1213414800,1213416184,11973400,1108357203,1213416184,11970649,2751,0,212,66af60308ecff6ed,1213416000,1213502400,1,0,False,False
official_tgn_example,tgbn-genre,train,1213502400,59937,1213503602,200,1213502045,1213503602,11987600,1108357203,1213503602,11984583,3017,0,189,c7a3f9cf735e16db,1213502400,1213588800,1,0,False,False
official_tgn_example,tgbn-genre,train,1213588800,60014,1213589222,200,1213587720,1213589222,12003000,1108357203,1213589222,12000368,2632,0,192,560b1296acc1ce3e,1213588800,1213675200,1,0,False,False
official_tgn_example,tgbn-genre,train,1213675200,60094,1213676160,200,1213674840,1213676160,12019000,1108357203,1213676160,12015681,3319,0,202,13e4d6b6e373ae59,1213675200,1213761600,1,0,False,False
official_tgn_example,tgbn-genre,train,1213761600,60169,1213762444,200,1213760825,1213762444,12034000,1108357203,1213762444,12030888,3112,0,211,323a3eccbe76ab11,1213761600,1213848000,1,0,False,False
official_tgn_example,tgbn-genre,train,1213848000,60248,1213848662,200,1213847462,1213848662,12049800,1108357203,1213848662,12046847,2953,0,217,dfbfabd17301aa1d,1213848000,1213934400,1,0,False,False
official_tgn_example,tgbn-genre,train,1213934400,60323,1213934582,200,1213932962,1213934582,12064800,1108357203,1213934582,12062080,2720,0,228,ab883ad569a228db,1213934400,1214020800,1,0,False,False
official_tgn_example,tgbn-genre,train,1214020800,60399,1214021040,200,1214019361,1214021040,12080000,1108357203,1214021040,12077757,2243,0,215,984fc840271fbd51,1214020800,1214107200,1,0,False,False
official_tgn_example,tgbn-genre,train,1214107200,60464,1214108464,200,1214106901,1214108464,12093000,1108357203,1214108464,12090220,2780,0,194,691d5293e217e706,1214107200,1214193600,1,0,False,False
official_tgn_example,tgbn-genre,train,1214193600,60534,1214193725,200,1214192823,1214193725,12107000,1108357203,1214193725,12103958,3042,0,203,ca1c9967ce966440,1214193600,1214280000,1,0,False,False
official_tgn_example,tgbn-genre,train,1214280000,60625,1214281323,200,1214279764,1214281323,12125200,1108357203,1214281323,12121379,3821,0,196,a9051cec1ad771cf,1214280000,1214366400,1,0,False,False
official_tgn_example,tgbn-genre,train,1214366400,60704,1214367905,200,1214366103,1214367905,12141000,1108357203,1214367905,12137648,3352,0,216,44e439762f5e2290,1214366400,1214452800,1,0,False,False
official_tgn_example,tgbn-genre,train,1214452800,60778,1214453882,200,1214452444,1214453882,12155800,1108357203,1214453882,12152951,2849,0,198,69de6dfaf73fffb0,1214452800,1214539200,1,0,False,False
official_tgn_example,tgbn-genre,train,1214539200,60858,1214539321,200,1214537940,1214539321,12171800,1108357203,1214539321,12168777,3023,0,219,75577d1ec8ce36d8,1214539200,1214625600,1,0,False,False
official_tgn_example,tgbn-genre,train,1214625600,60936,1214627221,200,1214625541,1214627221,12187400,1108357203,1214627221,12185071,2329,0,209,5bfd8b4d60cee2b3,1214625600,1214712000,1,0,False,False
official_tgn_example,tgbn-genre,train,1214712000,61011,1214712062,200,1214711045,1214712062,12202400,1108357203,1214712062,12199419,2981,0,177,28cd604fd9240e84,1214712000,1214798400,1,0,False,False
official_tgn_example,tgbn-genre,train,1214798400,61084,1214799003,200,1214797500,1214799003,12217000,1108357203,1214799003,12213926,3074,0,191,510092e2425033a5,1214798400,1214884800,1,0,False,False
official_tgn_example,tgbn-genre,train,1214884800,61153,1214885404,200,1214884323,1214885404,12230800,1108357203,1214885404,12227611,3189,0,199,9fee79d6228a7288,1214884800,1214971200,1,0,False,False
official_tgn_example,tgbn-genre,train,1214971200,61235,1214972581,200,1214971201,1214972581,12247200,1108357203,1214972581,12243411,3789,0,225,b9901b26668eca37,1214971200,1215057600,1,0,False,False
official_tgn_example,tgbn-genre,train,1215057600,61317,1215058742,200,1215057602,1215058742,12263600,1108357203,1215058742,12260011,3589,0,231,1839461ac2689903,1215057600,1215144000,1,0,False,False
official_tgn_example,tgbn-genre,train,1215144000,61396,1215144125,200,1215143161,1215144125,12279400,1108357203,1215144125,12275917,3483,0,226,dc0a0979dde5fcad,1215144000,1215230400,1,0,False,False
official_tgn_example,tgbn-genre,train,1215230400,61469,1215230580,200,1215229140,1215230580,12294000,1108357203,1215230580,12291028,2972,0,219,e250a698c6449fff,1215230400,1215316800,1,0,False,False
official_tgn_example,tgbn-genre,train,1215316800,61536,1215316802,200,1215315120,1215316802,12307400,1108357203,1215316802,12304772,2628,0,181,83eff6640e04d264,1215316800,1215403200,1,0,False,False
official_tgn_example,tgbn-genre,train,1215403200,61601,1215404704,200,1215403084,1215404704,12320400,1108357203,1215404704,12317666,2734,0,179,7926a5b9f11f49b4,1215403200,1215489600,1,0,False,False
official_tgn_example,tgbn-genre,train,1215489600,61680,1215489844,200,1215488765,1215489844,12336200,1108357203,1215489844,12333131,3069,0,225,7cf459294898bca5,1215489600,1215576000,1,0,False,False
official_tgn_example,tgbn-genre,train,1215576000,61763,1215577564,200,1215575942,1215577564,12352800,1108357203,1215577564,12349338,3462,0,218,853badb986574525,1215576000,1215662400,1,0,False,False
official_tgn_example,tgbn-genre,train,1215662400,61839,1215662884,200,1215661561,1215662884,12368000,1108357203,1215662884,12364682,3318,0,229,d5eb4fab8e328c02,1215662400,1215748800,1,0,False,False
official_tgn_example,tgbn-genre,train,1215748800,61921,1215749761,200,1215748203,1215749761,12384400,1108357203,1215749761,12380832,3568,0,223,86644d9e984e1850,1215748800,1215835200,1,0,False,False
official_tgn_example,tgbn-genre,train,1215835200,62002,1215835382,200,1215833942,1215835382,12400600,1108357203,1215835382,12397483,3117,0,206,41429c7eb07d3177,1215835200,1215921600,1,0,False,False
official_tgn_example,tgbn-genre,train,1215921600,62070,1215923225,200,1215921001,1215923225,12414200,1108357203,1215923225,12412194,2006,0,200,a90d5bb2785253fd,1215921600,1216008000,1,0,False,False
official_tgn_example,tgbn-genre,train,1216008000,62136,1216008721,200,1216007043,1216008721,12427400,1108357203,1216008721,12424594,2806,0,199,f8d30b3206332995,1216008000,1216094400,1,0,False,False
official_tgn_example,tgbn-genre,train,1216094400,62205,1216095840,200,1216094161,1216095840,12441200,1108357203,1216095840,12438630,2570,0,194,39632a2496c0f4ad,1216094400,1216180800,1,0,False,False
official_tgn_example,tgbn-genre,train,1216180800,62287,1216181702,200,1216180080,1216181702,12457600,1108357203,1216181702,12454220,3380,0,219,4c6793e11fed9ee8,1216180800,1216267200,1,0,False,False
official_tgn_example,tgbn-genre,train,1216267200,62365,1216267681,200,1216265880,1216267681,12473200,1108357203,1216267681,12469888,3312,0,213,66f4f1d07fcabe3a,1216267200,1216353600,1,0,False,False
official_tgn_example,tgbn-genre,train,1216353600,62440,1216353605,200,1216352585,1216353605,12488200,1108357203,1216353605,12485107,3093,0,225,3f57c6299fd94a93,1216353600,1216440000,1,0,False,True
official_tgn_example,tgbn-genre,val,1216440000,15,1216440903,200,1216439763,1216440903,12504078,1108357203,1216440903,12500454,3624,0,204,cda37ef608ce01ef,1216440000,1216526400,1,0,True,False
official_tgn_example,tgbn-genre,val,1216526400,98,1216527540,200,1216526281,1216527540,12520678,1108357203,1216527540,12516455,4223,0,186,a9d72874efe43182,1216526400,1216612800,1,0,False,False
official_tgn_example,tgbn-genre,val,1216612800,172,1216614002,200,1216612744,1216614002,12535478,1108357203,1216614002,12532465,3013,0,188,13dce554afeacd2a,1216612800,1216699200,1,0,False,False
official_tgn_example,tgbn-genre,val,1216699200,246,1216699260,200,1216697943,1216699260,12550278,1108357203,1216699260,12547283,2995,0,216,c099c509635c5a1d,1216699200,1216785600,1,0,False,False
